original_order,osu_run,sample_id,date,site_code,site_abbrv,site,initial_weight,final_weight,units,media,dinotefuran,nitenpyram,thiamethoxam,clothianidin,imidacloprid,acetamiprid,thiacloprid
324,18,DBT_18,05/02/2015,SC,SC,Scioto Darby,2.9,1.274,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,0.67
325,19,DBT_19,05/02/2015,TV,TV,Three Vs,3.1,1.0459,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,4.38
326,20,DBT_20,05/02/2015,WB,WB,WB,2.7,1.3083,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
327,21,DBT_21,05/05/2015,BG,BG,Badger,2.8,1.2001,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
328,22,DBT_22,05/05/2015,DS,DS,Don Scott,3.8,1.604,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,2.32
329,23,DBT_23,05/05/2015,FSR,FSR,FSR,3.6,1.5313,ng/g,dead_bee_traps,< 0.122,< 0.206,18.82,< 5.024,< 0.064,< 0.556,< 0.182
330,24,DBT_24,05/05/2015,HR,HR,Honeyrun,3.1,1.2918,ng/g,dead_bee_traps,< 0.122,7.84,12.55,< 5.024,< 0.064,< 0.556,< 0.182
331,25,DBT_25,05/05/2015,IB,IB,IB1,2.7,1.1965,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,2.59
332,26,DBT_26,05/05/2015,MC,MC,Mechanicsburg,4.1,1.5741,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,2.39
333,27,DBT_27,05/05/2015,MM,MM,Moorman,2.7,1.4358,ng/g,dead_bee_traps,17.62,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,8.55
334,28,DBT_28,05/05/2015,SC,SC,Scioto Darby,3.1,1.3815,ng/g,dead_bee_traps,< 0.122,< 0.206,24.83,< 5.024,< 0.064,< 0.556,1.62
335,29,DBT_29,05/05/2015,TV,TV,Three Vs,3.2,1.1047,ng/g,dead_bee_traps,< 0.122,< 0.206,51.56,< 5.024,< 0.064,4.36,< 0.182
336,30,DBT_30,05/05/2015,WB,WB,WB,3.5,1.4212,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
337,31,DBT_31,05/08/2015,BG,BG,Badger,2.2,1.1078,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,2.82,< 0.182
338,32,DBT_32,05/08/2015,DS,DS,Don Scott,3.6,1.2642,ng/g,dead_bee_traps,16.88,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,4.2
339,33,DBT_33,05/08/2015,FSR,FSR,FSR,3.6,1.3197,ng/g,dead_bee_traps,< 0.122,< 0.206,34.59,< 5.024,< 0.064,< 0.556,< 0.182
340,34,DBT_34,05/08/2015,HR,HR,Honeyrun,3,1.2393,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
341,35,DBT_35,05/08/2015,IB,IB,IB1,2.3,1.2103,ng/g,dead_bee_traps,< 0.122,< 0.206,55.07,< 5.024,< 0.064,< 0.556,4.78
342,36,DBT_36,05/08/2015,MC,MC,Mechanicsburg,3.4,1.4199,ng/g,dead_bee_traps,8.62,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
343,37,DBT_37,05/08/2015,MM,MM,Moorman,2.2,1.1261,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,5.47,3.72
344,38,DBT_38,05/08/2015,SC,SC,Scioto Darby,2.4,1.1462,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
345,39,DBT_39,05/08/2015,TV,TV,Three Vs,2.7,1.1534,ng/g,dead_bee_traps,< 0.122,9.33,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
346,40,DBT_40,05/08/2015,WB,WB,WB,3.1,1.348,ng/g,dead_bee_traps,28.85,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
347,41,DBT_41,05/11/2015,BG,BG,Badger,3.4,1.3574,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,9.47,< 0.182
348,42,DBT_42,05/11/2015,DS,DS,Don Scott,3.6,1.4898,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,6.64,< 0.182
349,43,DBT_43,05/11/2015,FSR,FSR,FSR,3.7,1.4043,ng/g,dead_bee_traps,< 0.122,< 0.206,8.98,< 5.024,< 0.064,< 0.556,< 0.182
350,44,DBT_44,05/11/2015,HR,HR,Honeyrun,3.3,1.3345,ng/g,dead_bee_traps,< 0.122,93.47,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
351,45,DBT_45,05/11/2015,IB,IB,IB1,3,1.4359,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
352,46,DBT_46,05/11/2015,MC,MC,Mechanicsburg,3.5,1.4399,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
353,47,DBT_47,05/11/2015,MM,MM,Moorman,2.6,1.2422,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,10.93,< 0.182
354,48,DBT_48,05/11/2015,SC,SC,Scioto Darby,3.5,1.6209,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,6.51,< 0.182
355,49,DBT_49,05/11/2015,TV,TV,Three Vs,3.3,1.3957,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,40.62,< 0.064,< 0.556,< 0.182
356,50,DBT_50,05/11/2015,WB,WB,WB,3.5,1.4098,ng/g,dead_bee_traps,< 0.122,< 0.206,62.14,< 5.024,< 0.064,< 0.556,< 0.182
357,51,DBT_51,05/14/2015,BG,BG,Badger,2.9,1.2833,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
358,52,DBT_52,05/14/2015,DS,DS,Don Scott,3.9,2.0351,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
359,53,DBT_53,05/14/2015,FSR,FSR,FSR,3.9,2.0108,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,5.94
360,54,DBT_54,05/14/2015,HR,HR,Honeyrun,3.4,1.386,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
361,55,DBT_55,05/14/2015,IB,IB,IB1,2.9,1.3265,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,12.11
362,56,DBT_56,05/14/2015,MC,MC,Mechanicsburg,3.6,1.5045,ng/g,dead_bee_traps,14.63,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
363,57,DBT_57,05/14/2015,MM,MM,Moorman,3.3,1.4164,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
364,58,DBT_58,05/14/2015,SC,SC,Scioto Darby,3.5,1.4757,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
365,59,DBT_59,05/14/2015,TV,TV,Three Vs,3.1,1.2291,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,1874.97,< 0.064,< 0.556,< 0.182
366,60,DBT_60,05/14/2015,WB,WB,WB,3.7,1.439,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,6.93
367,61,DBT_61,05/19/2015,BG,BG,Badger,3.8,1.6893,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,6.14,< 0.182
368,62,DBT_62,05/19/2015,DS,DS,Don Scott,0.6,0.2083,ng/g,dead_bee_traps,< 0.122,< 0.206,63.06,< 5.024,< 0.064,< 0.556,24.27
369,63,DBT_63,05/19/2015,FSR,FSR,FSR,3.9,1.2644,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,13.61,< 0.182
370,64,DBT_64,05/19/2015,HR,HR,Honeyrun,3.3,1.1031,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
371,65,DBT_65,05/19/2015,IB,IB,IB1,2.7,1.0731,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,113.83,< 0.064,< 0.556,14.39
372,66,DBT_66,05/19/2015,MC,MC,Mechanicsburg,3.8,1.2715,ng/g,dead_bee_traps,65.33,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
373,67,DBT_67,05/19/2015,MM,MM,Moorman,3.4,1.5644,ng/g,dead_bee_traps,< 0.122,< 0.206,8.57,< 5.024,< 0.064,< 0.556,< 0.182
374,68,DBT_68,05/19/2015,SC,SC,Scioto Darby,3.6,1.2933,ng/g,dead_bee_traps,9.98,14.23,< 2.347,< 5.024,< 0.064,< 0.556,1.25
375,69,DBT_69,05/19/2015,TV,TV,Three Vs,3.7,1.3766,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
376,70,DBT_70,05/19/2015,WB,WB,WB,3.5,1.307,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,1.45,< 0.182
377,71,DBT_71,05/23/2015,BG,BG,Badger,2.6,1.5031,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,4.48
378,72,DBT_72,05/23/2015,FSR,FSR,FSR,3.5,1.7576,ng/g,dead_bee_traps,< 0.122,< 0.206,55.92,< 5.024,< 0.064,< 0.556,< 0.182
379,73,DBT_73,05/23/2015,HR,HR,Honeyrun,3.1,1.364,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
380,74,DBT_74,05/23/2015,IB,IB,IB1,2.8,1.4455,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,525.29,< 0.064,< 0.556,2.44
381,75,DBT_75,05/23/2015,MC,MC,Mechanicsburg,3.3,1.4458,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
382,76,DBT_76,05/23/2015,MM,MM,Moorman,2.7,1.1081,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
383,77,DBT_77,05/23/2015,SC,SC,Scioto Darby,2.8,1.4441,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,135.5,< 0.064,< 0.556,< 0.182
384,78,DBT_78,05/23/2015,TV,TV,Three Vs,3.3,1.2241,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,4.78
385,79,DBT_79,05/23/2015,WB,WB,WB,3.2,1.613,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,2.15
386,80,DBT_80,05/24/2015,DS,DS,Don Scott,2.8,1.4698,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,591.11,< 0.064,< 0.556,< 0.182
387,81,DBT_81,05/27/2015,BG,BG,Badger,3.5,1.1453,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,5.16,6.46
388,82,DBT_82,05/27/2015,DS,DS,Don Scott,0.5,0.2245,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,6.59,< 0.182
389,83,DBT_83,05/27/2015,FSR,FSR,FSR,3.2,1.2424,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,1.72,< 0.182
390,84,DBT_84,05/27/2015,HR,HR,Honeyrun,2.9,0.9722,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,642,< 0.064,< 0.556,< 0.182
391,85,DBT_85,05/27/2015,IB,IB,IB1,3.7,1.2093,ng/g,dead_bee_traps,35.21,< 0.206,< 2.347,< 5.024,< 0.064,4.35,< 0.182
392,86,DBT_86,05/27/2015,MC,MC,Mechanicsburg,3.9,1.6427,ng/g,dead_bee_traps,< 0.122,348.04,274.85,< 5.024,< 0.064,119.99,< 0.182
393,87,DBT_87,05/27/2015,MM,MM,Moorman,3.3,1.1293,ng/g,dead_bee_traps,< 0.122,< 0.206,14.27,< 5.024,< 0.064,2.77,3.04
394,88,DBT_88,05/27/2015,SC,SC,Scioto Darby,3.6,1.3708,ng/g,dead_bee_traps,33.58,< 0.206,< 2.347,137.82,< 0.064,< 0.556,< 0.182
395,89,DBT_89,05/27/2015,TV,TV,Three Vs,4.2,1.1689,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,4.35,< 0.182
396,90,DBT_90,05/27/2015,WB,WB,WB,3.2,1.2264,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,3.19,5.38
397,91,DBT_91,06/03/2015,BG,BG,Badger,3.4,1.3135,ng/g,dead_bee_traps,16.73,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
398,92,DBT_92,06/03/2015,DS,DS,Don Scott,2.9,1.0593,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,3.09
399,93,DBT_93,06/03/2015,FSR,FSR,FSR,3.3,1.1256,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,316.19,< 0.064,< 0.556,< 0.182
400,94,DBT_94,06/03/2015,HR,HR,Honeyrun,2.9,1.1375,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,2.7
401,95,DBT_95,06/03/2015,IB,IB,IB1,2.8,1.2143,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
402,96,DBT_96,06/03/2015,MC,MC,Mechanicsburg,3.3,1.3734,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
403,97,DBT_97,06/03/2015,MM,MM,Moorman,3.3,1.2644,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,973.63,< 0.064,27.34,2.48
404,98,DBT_98,06/03/2015,SC,SC,Scioto Darby,3.5,1.4864,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,13.89
405,99,DBT_99,06/03/2015,TV,TV,Three Vs,3,1.2635,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
406,100,DBT_100,06/03/2015,WB,WB,WB,3.3,1.3268,ng/g,dead_bee_traps,< 0.122,< 0.206,< 2.347,< 5.024,< 0.064,< 0.556,< 0.182
407,1,NB_L_1,8/13/2015,DS519,DS,Don Scott,3.4,0.816,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,1.37
408,2,NB_L_2,8/13/2015,MM505,MM,Moorman,3.8,0.8321,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
409,3,NB_L_3,8/13/2015,TV505,TV,Three Vs,5.5,1.277,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,0.398
410,4,NB_L_4,8/23/2015,DS519,DS,Don Scott,2.2,0.4591,ng/g,nuc_box_larvae,1.382,< 0.397,< 0.863,< 2.271,0.394,< 0.388,0.453
411,5,NB_L_5,8/25/2015,FSR505,FSR,FSR,2.5,0.6065,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.428,< 0.388,1.465
412,6,NB_L_6,8/25/2015,DS505 + Cloth,DS,Don Scott,1.7,0.4238,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
413,7,NB_L_7,8/25/2015,WB505,WB,WB,0.8,0.2255,ng/g,nuc_box_larvae,2.205,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,9.767
414,8,NB_L_8,8/25/2015,DS505,DS,Don Scott,3.5,0.8678,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.647,< 0.388,< 0.269
415,9,NB_L_9,9/3/2015,DS511 + Cloth,DS,Don Scott,3.6,0.8384,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
416,10,NB_L_10,9/3/2015,HR508,HR,Honeyrun,2.5,0.546,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
417,11,NB_L_11,9/3/2015,DS511,DS,Don Scott,5.5,1.248,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,1.685,8.605
418,12,NB_L_12,9/3/2015,FSR502,FSR,FSR,4.7,1.064,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,2.014
419,13,NB_L_13,9/4/2015,FSR519,FSR,FSR,5.8,1.3519,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
420,14,NB_L_14,9/4/2015,FSR511,FSR,FSR,3.8,0.725,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
421,15,NB_L_15,9/4/2015,DS519,DS,Don Scott,6.7,1.6473,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
422,16,NB_L_16,9/4/2015,SC519,SC,Scioto Darby,6.7,1.5971,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
423,17,NB_L_17,9/4/2015,DS519 + Cloth,DS,Don Scott,6.8,1.6485,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
424,18,NB_L_18,9/6/2015,DS505 + Cloth,DS,Don Scott,1.5,0.2978,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,2.34,< 0.388,0.796
425,19,NB_L_19,9/6/2015,WB505,WB,WB,3.2,0.7685,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.41,< 0.388,< 0.269
426,20,NB_L_20,9/7/2015,DS511 + Cloth,DS,Don Scott,4.2,1.0609,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,3.689,< 0.269
427,21,NB_L_21,9/7/2015,HR508,HR,Honeyrun,4.5,1.047,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.607,< 0.388,0.415
428,22,NB_L_22,9/7/2015,DS511,DS,Don Scott,4.4,1.0402,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
429,23,NB_L_23,9/7/2015,FSR502,FSR,FSR,4.3,1.02,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,13.244,< 0.283,0.407,< 0.269
430,24,NB_L_24,9/8/2015,FSR519,FSR,FSR,4.2,0.9865,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
431,25,NB_L_25,9/11/2015,HR508,HR,Honeyrun,3.2,0.6569,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.647,0.482,0.868
432,26,NB_L_26,9/11/2015,DS511,DS,Don Scott,4.4,1.0338,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,0.942,1.06
433,27,NB_L_27,9/11/2015,FSR502,FSR,FSR,2.8,0.5707,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,30.174,0.982,0.839,< 0.269
434,28,NB_L_28,9/12/2015,FSR519,FSR,FSR,2.9,0.7231,ng/g,nuc_box_larvae,0.426,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,0.954
435,29,NB_L_29,9/12/2015,FSR511,FSR,FSR,4.1,0.9194,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,1.322
436,30,NB_L_30,9/15/2015,FSR502,FSR,FSR,1.9,0.4777,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.981,< 0.388,1.15
437,31,NB_L_31,9/17/2015,TV514 + Cloth,TV,Three Vs,3,0.5578,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,1.033,< 0.388,< 0.269
438,32,NB_L_32,9/17/2015,MM502,MM,Moorman,6.1,1.398,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
439,33,NB_L_33,9/17/2015,TV514,TV,Three Vs,4.9,1.0897,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
440,34,NB_L_34,9/17/2015,HR502,HR,Honeyrun,5.1,1.1076,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,< 0.388,< 0.269
441,35,NB_L_35,9/17/2015,TV502,TV,Three Vs,4,0.7957,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.387,< 0.388,< 0.269
442,36,NB_L_36,9/17/2015,BG502,BG,Badger,4.4,0.8341,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,0.957,< 0.388,< 0.269
443,37,NB_L_37,9/17/2015,BG508,BG,Badger,5,1.2222,ng/g,nuc_box_larvae,< 0.313,< 0.397,< 0.863,< 2.271,< 0.283,0.656,< 0.269
444,38,NB_L_38,9/21/2015,HR502,HR,Honeyrun,5.1,1.1995,ng/g,nuc_box_larvae,0.686,< 0.397,< 0.863,< 2.271,1.095,< 0.388,< 0.269
445,39,NB_nb_39,8/12/2015,BG505,BG,Badger,4.5,2.67,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
446,40,NB_nb_40,8/12/2015,TV519,TV,Three Vs,4.7,2.7,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,3.83,< 0.117
447,41,NB_nb_41,8/12/2015,TV505,TV,Three Vs,5.8,2.309,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
448,42,NB_nb_42,8/12/2015,SC505,SC,Scioto Darby,4.9,2.69,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
449,43,NB_nb_43,8/13/2015,DS519,DS,Don Scott,3.1,1.62,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
450,44,NB_nb_44,8/13/2015,MM505,MM,Moorman,3.9,2.08,ng/g,nuc_box_nurse_bees,NA,NA,NA,NA,NA,NA,NA
451,45,NB_nb_45,8/13/2015,TV505,TV,Three Vs,5.5,3.05,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
452,46,NB_nb_46,8/16/2015,DS519,DS,Don Scott,3.7,2.34,ng/g,nuc_box_nurse_bees,6.95,< 2.29,13.16,< 3.30,< 0.032,< 0.261,< 0.117
453,47,NB_nb_47,8/16/2015,MM505,MM,Moorman,4.2,2.03,ng/g,nuc_box_nurse_bees,< 0.754,6.83,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
454,48,NB_nb_48,8/16/2015,TV505,TV,Three Vs,4.5,2.53,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
455,49,NB_nb_49,8/23/2015,DS519,DS,Don Scott,4.7,2.24,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,11.14,16.96
456,50,NB_nb_50,8/23/2015,MM505,MM,Moorman,3.5,1.59,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
457,51,NB_nb_51,8/23/2015,TV505,TV,Three Vs,7.4,3.03,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
458,52,NB_nb_52,8/25/2015,FSR505,FSR,FSR,3.5,1.5,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
459,53,NB_nb_53,8/25/2015,DS505 + Cloth,DS,Don Scott,2.9,1.47,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
460,54,NB_nb_54,8/25/2015,WB505,WB,WB,4.6,2.91,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,4.21,< 2.26,< 0.026,< 0.17,< 0.064
461,55,NB_nb_55,8/25/2015,DS505,DS,Don Scott,8.6,3.13,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
462,56,NB_nb_56,8/29/2015,FSR505,FSR,FSR,4,2.23,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,4.32,< 0.026,< 0.17,< 0.064
463,57,NB_nb_57,8/29/2015,DS505 + Cloth,DS,Don Scott,3.5,1.6,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
464,58,NB_nb_58,8/29/2015,WB505,WB,WB,5.9,3.04,ng/g,nuc_box_nurse_bees,NA,NA,NA,NA,NA,NA,NA
465,59,NB_nb_59,8/29/2015,DS505,DS,Don Scott,5.5,3.06,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
466,60,NB_nb_60,9/2/2015,FSR505,FSR,FSR,3.1,1.31,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,0.47
467,61,NB_nb_61,9/2/2015,DS505 + Cloth,DS,Don Scott,4.6,2.2,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,12.11,< 0.026,< 0.17,0.35
468,62,NB_nb_62,9/2/2015,WB505,WB,WB,3.5,1.97,ng/g,nuc_box_nurse_bees,< 0.17,< 2.29,< 1.40,< 3.30,< 0.032,< 0.261,< 0.117
469,63,NB_nb_63,9/2/2015,DS505,DS,Don Scott,4.3,1.91,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
470,64,NB_nb_64,9/3/2015,DS511 + Cloth,DS,Don Scott,5.3,2.55,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,12.31,29.35
471,65,NB_nb_65,9/3/2015,HR508,HR,Honeyrun,7.3,3.04,ng/g,nuc_box_nurse_bees,< 0.754,< 0.963,< 1.40,< 2.26,< 0.026,< 0.17,< 0.064
